Provider #,Campus #,Program #,TWIST Provider ID,TWIST Program ID,Program Status,Provider Name,Description Of Provider,Provider URL,Institution Type,Campus Name,Campus Address1,Campus Address2,Campus City,Campus State,Campus Zip Code,Campus County,"Information:
Public Transit?","Information:
Onsite Childcare?","Information:
Flexible Hours?",Program Name,Program Description,Pell Eligible,Academic PreRequisites,Program URL,Program Outcome,Associated Credential Name,"Length:
Contact Hours","Length:
Weeks",Program Format,Occupation Code 1,Occupation Code 2,Occupation Code 3," Required Cost:
Tuition & Fees ","Required Cost Description:
Tuition & Fees"," Required Cost:
Books Supplies ","Required Cost Description:
Books Supplies"," Optional Cost:
Other ","Optional Cost Description:
Other"," (Out Of District)
Cost: 
Tuition & Fees ","(Out Of District)
Cost Description:
 Tuition & Fees",Number Of Apprentices,Program Start Date,Program Last Update Date
822,1930,9201,72230,104710,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 2,201 Deep Wood Dr,,Round Rock,TX,78681,Williamson,,,,Plumbing Level 1,Plumbing Technology/Plumber,No,None,http://continue.austincc.edu/plumbing,Measureable skill gain leading to a credential,NCCER Plumbing Level 1,208,16,In-person,47215202,47407100,, 2799 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,20093,30316,72230,107181,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,San Gabriel Campus,449 San Gabriel Campus Dr,,Leander,TX,78641,Williamson,,,,ACNT 1003 Accounting Bookkeeping Series,Accounting Technology/Technician and Bookkeeping,No,High School Diploma or Equivalent,http://continue.austincc.edu/schedule/program?program=Accounting,Industry recognized certificate or certification,Certified Bookkeeper,76,10,In-person,43303100,43305100,, 999 ,Tuition and Ins, 250 ,Books,,,,,,"November 19, 2019 4:04 PM","August 19, 2020 8:46 AM"
822,20093,30315,72230,107180,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,San Gabriel Campus,449 San Gabriel Campus Dr,,Leander,TX,78641,Williamson,,,,Applied Project Management,Information Technology Project Management,No,None,http://continue.austincc.edu/project,Measureable skill gain leading to a credential,PMP,48,12,In-person,11302100,11919901,13111100, 1219 ,Tuition and Ins, 185 ,Books,,,,,,"November 19, 2019 4:04 PM","September 12, 2021 11:59 PM"
822,20093,31863,72230,108472,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,San Gabriel Campus,449 San Gabriel Campus Dr,,Leander,TX,78641,Williamson,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,,Industry recognized certificate or certification,EPA 608 Universal,216,20,Distance Education,49902101,49902102,, 1453 ,Tuition and Ins,,,,,,,,"November 13, 2020 4:04 PM","December 28, 2020 9:19 AM"
822,20093,31864,72230,108473,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,San Gabriel Campus,449 San Gabriel Campus Dr,,Leander,TX,78641,Williamson,,,,Introduction & Intermediate Welding,Welding Technology/Welder,No,None,,Industry recognized certificate or certification,,96,14,Distance Education,51412106,51412107,51412200, 902 ,Tuition and Ins,,,,,,,,"November 13, 2020 4:04 PM","December 28, 2020 9:19 AM"
822,1685,9204,72230,107067,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Southeast Branch Austin Library,5803 Nuckols Crossing Rd,,Austin,TX,78744,Travis,,,,Introduction to Welding,Welding Technology/Welder,No,None,http://continue.austincc.edu/welding,No credential - employment only,0,48,0,In-person,51412100,,, 900 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,20289,31902,72230,108469,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Technology,402 Technology Dr,,Bastrop,TX,78602,Bastrop,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,,Industry recognized certificate or certification,EPA 608 Universal,216,20,Distance Education,49902101,49902102,, 1453 ,Tuition and Ins,,,,,,,,"November 29, 2020 9:46 PM","December 28, 2020 9:19 AM"
822,20289,31903,72230,108470,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Technology,402 Technology Dr,,Bastrop,TX,78602,Bastrop,,,,Introduction & Intermediate Welding,Welding Technology/Welder,No,None,,Industry recognized certificate or certification,,96,14,Distance Education,51412106,51412107,51412200, 902 ,Tuition and Ins,,,,,,,,"November 29, 2020 9:46 PM","December 28, 2020 9:19 AM"
10180,20375,32974,72610,109043,Approved,Austin Urban Technology Movement (AUTM)_apprenticeship,Austin Urban Technology Movement bridges the gap between the Black and Hispanic communities and the technology industry through job placement career development and networking opportunities,www.autmtx.org,National Apprenticeship,Austin Urban Technology Movement (AUTM),3507 N. Lamar Blvd. 300174,,Austin,TX,78703,Travis,,,,Software & Application Developer,Computational Science,No,None,https://www.autmtx.org/get-trained,Certificate of completion of an apprenticeship,Software Developer,2080,48,Hybrid,15113200,,, 4000 ,, 1500 ,,,,,,10,"July 14, 2021 2:02 PM","July 14, 2021 2:02 PM"
10058,20177,30652,72501,107298,Approved,Bah Career Training,,www.bahcareer.com,Private for-profit,Bah Career Training,2433 Goldfinch Lane,,Garland,TX,75042,Dallas,,,,Dental Assistant,Dental Assisting/Assistant,No,High School Diploma or Equivalent,,Industry recognized certificate or certification,,192,5,In-person,,,, 5200 ,mandatory fees, 390 ,books and supplies,,,,,,"February 14, 2020 8:55 AM","August 19, 2020 8:49 AM"
10058,20177,30653,72501,107299,Approved,Bah Career Training,,www.bahcareer.com,Private for-profit,Bah Career Training,2433 Goldfinch Lane,,Garland,TX,75042,Dallas,,,,Patient Care Technician,Nursing Assistant/Aide and Patient Care Assistant/Aide,No,High School Diploma or Equivalent,,Government license,,288,12,In-person,,,, 7160 ,mandatory fees, 310 ,books and supplies, 225 ,CPR and National PCT certification exams,,,,"February 14, 2020 8:55 AM","August 19, 2020 8:49 AM"
823,1686,9205,72231,104711,Approved,Baptist Memorials Center,Skilled Nursing Facility (SNF),,Other type of institution,Main Campus,902 N. Main Street,,San Angelo,TX,76903,Tom Green,,,,Certified Nurse Aide Training,Certified Nurse Aide,No,INVALID CODE,,No credential - employment only,,120,1,In-person,31101400,,,,,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
10128,20277,31761,72618,109106,Approved,Bash Career Institute,Career school,bashcareer.com,Private non-profit,Bash Career Institute,1057 S sherman street #110,,Richardson,TX,75081,Dallas,Yes,No,No,Continuing Education Seminar for Nurse Aide,Continuing Education Seminar for Nurse Aide,No,High School Diploma or Equivalent,,No credential - employment only,,24,0,In-person,31101400,,, 300 ,tuition only no books,,,,,,,,"October 22, 2020 4:34 PM","August 27, 2021 1:49 PM"
10128,20277,31758,72618,109104,Approved,Bash Career Institute,Career school,bashcareer.com,Private non-profit,Bash Career Institute,1057 S sherman street #110,,Richardson,TX,75081,Dallas,Yes,No,No,Nurse Aide,Nurse Aide,No,High School Diploma or Equivalent,bashcareer.com,Industry recognized certificate or certification,,100,6,Hybrid,31101400,,, 1369 ,Tuition textbook workbook,,Books included in the tuition and givne by the school,,,,,,"October 22, 2020 4:34 PM","August 27, 2021 1:49 PM"
10128,20277,31760,72618,109105,Approved,Bash Career Institute,Career school,bashcareer.com,Private non-profit,Bash Career Institute,1057 S sherman street #110,,Richardson,TX,75081,Dallas,Yes,No,No,Phlebotomy Technician,Phlebotomy Technician,No,High School Diploma or Equivalent,bashcareer.com,Industry recognized certificate or certification,,80,6,In-person,31909700,,, 3740 ,Tuition National exam workbook package,,Included in the tuition,,,,,,"October 22, 2020 4:34 PM","August 27, 2021 1:49 PM"
10154,20322,32178,72593,108617,Approved,Baylor Scott & White Medical Center - Round Rock,As the largest not for profit? healthcare system in Texas and one of the largest in the United States Baylor Scott and White Health was born from the 2013 combination of Baylor Health Care System and Scott and White Healthcare,,National Apprenticeship,Austin Community College,5930 Middle Fiskville Rd.,,Austin,TX,78752,Travis,,,,Medical Assistant,Medical Assistant 1085CB V1� Competency Based,No,None,,Industry recognized certificate or certification,Registered Medical Assistant,600,13,In-person,31909200,,, 2169 ,, 875 ,Books and Fees,,,,,10,"February 12, 2021 10:03 AM","February 12, 2021 10:03 AM"
824,1687,9206,72232,104712,Approved,Bell Tech Career Institute Inc,Bell Tech Career Institute is committed to providing a high standard of quality educational programs to better prepare competent healthcare professionals who recognize the importance ofa balanced care for all aspects of human need within the boundaries nof legal ethical and professional standards.,http://www.belltechcareerinstitute.com/,Private non-profit,Bell Tech Career Institute,12000 Richmond Ave.,STE 130,Houston,TX,77082,Harris,,,,Vocational Nursing,Vocational Nurse Training 12 months,No,High School Diploma or Equivalent,www.belltechcareerinstitute.com,Government license,Vocational nursing license,1588,48,Distance Education,29206100,,, 17390 ,Class testing fees and registration fee, 4710 ,Books supplies and lab fees,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:47 AM"
825,1688,9207,72233,104713,Approved,Birring NDE Center Inc,CAREER SCHOOL THAT PROVIDES TRAINING IN NONDESTRUCTIVE TESTING,http://www.nde.com,Private for-profit,Main Campus,515 Tristar Drive,,Webster,TX,77598,Harris,,,,Nondestructive Testing Program A,Industrial Radiologic Technology/Technician,No,None,nde.com/twc-program/,Industry recognized certificate or certification,NDT Level II Training as per ASNT SNT TC 1A,184,8,Hybrid,49904300,17302901,, 6000 ,,,,,,,,,"September 4, 2019 1:14 PM","May 26, 2021 3:36 PM"
825,1688,9208,72233,104714,Approved,Birring NDE Center Inc,CAREER SCHOOL THAT PROVIDES TRAINING IN NONDESTRUCTIVE TESTING,http://www.nde.com,Private for-profit,Main Campus,515 Tristar Drive,,Webster,TX,77598,Harris,,,,Nondestructive Testing Program B,Industrial Radiologic Technology/Technician,No,None,nde.com/twc-program/,Industry recognized certificate or certification,NDT Level II in MT PT VT and RT NDT Level I UT,184,8,Hybrid,49904300,17302901,, 6000 ,,,,,,,,,"September 4, 2019 1:14 PM","May 26, 2021 3:36 PM"
826,1537,9209,72234,104715,Approved,Black Wolf CDL Training Center,Commercial Truck Driver Training Center,www.blackwolfcdltraining.com,Other type of institution,Main Campus,3141 Briarcrest Dr,Suite 510,Bryan,TX,77802,Brazos,Yes,No,Yes,Professional Commercial Truck Driver - Class A,Driver and Safety Teacher Education,No,None,www.blackwolfcdltraining.com,No credential - employment only,,190,10,In-person,53303200,,, 5259 ,Class A & Endorsements DOT Physical & Drug Screen Motor Vehicle Record Permit Fees and License Fees,,,,,,,,"September 4, 2019 1:14 PM","September 1, 2021 2:38 PM"
